request_id,timestamp,service,endpoint,method,status_code,latency_ms
req-005812,2026-03-03T07:03:15Z,auth,/v1/login,POST,200,45
req-007356,2026-03-03T22:14:40Z,billing,/v1/invoices,GET,200,423
req-002828,2026-03-02T03:04:06Z,auth,/v1/login,POST,204,88
req-004740,2026-03-02T21:43:52Z,auth,/v1/login,POST,200,93
req-003488,2026-03-02T09:25:01Z,catalog,/v1/items,GET,200,71
req-000479,2026-03-01T04:28:51Z,catalog,/v1/items,GET,200,72
req-000951,2026-03-01T09:35:15Z,auth,/v1/login,POST,200,118
req-004529,2026-03-02T19:05:33Z,auth,/v1/login,POST,201,97
req-000099,2026-03-01T01:39:42Z,checkout,/v1/pay,POST,200,281
req-001199,2026-03-01T11:32:57Z,catalog,/v1/items,GET,204,56
req-000680,2026-03-01T06:12:00Z,catalog,/v1/items,GET,204,45
req-000092,2026-03-01T00:06:37Z,auth,/v1/session,GET,201,39
req-004714,2026-03-02T21:01:41Z,checkout,/v1/pay,POST,204,193
req-000791,2026-03-01T07:35:12Z,catalog,/v1/items,GET,200,65
req-005140,2026-03-03T01:38:38Z,auth,/v1/login,POST,201,69
req-000300,2026-03-01T02:57:25Z,catalog,/v1/items,PUT,200,77
req-006084,2026-03-03T10:12:30Z,checkout,/v1/pay,POST,200,237
req-006254,2026-03-03T11:07:18Z,catalog,/v1/items,GET,200,61
req-007295,2026-03-03T21:19:04Z,catalog,/v1/items,GET,200,9
req-003732,2026-03-02T11:13:48Z,catalog,/v1/items,GET,200,73
req-004262,2026-03-02T16:04:32Z,search,/v1/cache,DELETE,200,44
req-006248,2026-03-03T11:20:48Z,catalog,/v1/items,GET,200,59
req-002182,2026-03-01T21:01:07Z,checkout,/v1/pay,POST,503,187
req-004077,2026-03-02T15:46:26Z,billing,/v1/invoices,GET,200,443
req-001706,2026-03-01T16:38:48Z,auth,/v1/login,POST,200,83
req-006023,2026-03-03T09:39:51Z,catalog,/v1/items,GET,200,61
req-003045,2026-03-02T05:48:59Z,auth,/v1/login,POST,200,100
req-003443,2026-03-02T09:50:10Z,checkout,/v1/pay,POST,200,291
req-000424,2026-03-01T04:47:17Z,checkout,/v1/pay,POST,201,218
req-004302,2026-03-02T17:09:37Z,auth,/v1/login,POST,204,106
req-000376,2026-03-01T03:35:35Z,catalog,/v1/items,GET,200,76
req-003165,2026-03-02T06:22:37Z,catalog,/v1/items,GET,204,43
req-007328,2026-03-03T21:51:18Z,auth,/v1/session,GET,301,38
req-007569,2026-03-01T20:08:00Z,billing,/v1/refund,POST,200,186
req-001464,2026-03-01T14:50:32Z,search,/v1/query,GET,204,405
req-000490,2026-03-01T04:58:37Z,catalog,/v1/items,PUT,204,57
req-001908,2026-03-01T18:46:10Z,auth,/v1/login,POST,200,62
req-001688,2026-03-01T16:50:54Z,auth,/v1/login,POST,200,193
req-002976,2026-03-02T04:31:07Z,catalog,/v1/items,GET,204,81
req-001010,2026-03-01T09:15:01Z,auth,/v1/session,GET,200,32
req-005790,2026-03-03T07:03:05Z,auth,/v1/login,POST,200,86
req-000059,2026-03-01T00:25:43Z,catalog,/v1/items,GET,200,81
req-004911,2026-03-02T23:44:24Z,checkout,/v1/pay,POST,204,136
req-003591,2026-03-02T10:00:08Z,auth,/v1/login,POST,204,95
req-000473,2026-03-01T04:51:43Z,catalog,/v1/items,GET,204,136
req-007108,2026-03-03T19:01:56Z,catalog,/v1/items,GET,201,69
req-007463,2026-03-03T23:04:22Z,search,/v1/query,GET,200,251
req-005482,2026-03-03T04:32:27Z,auth,/v1/login,POST,200,73
req-000172,2026-03-01T01:52:55Z,catalog,/v1/items,GET,204,143
req-002710,2026-03-02T02:10:06Z,billing,/v1/invoices,GET,200,272
req-007582,2026-03-01T21:00:00Z,billing,/v1/refund,POST,200,225
req-004346,2026-03-02T17:42:16Z,catalog,/v1/items,GET,200,34
req-001250,2026-03-01T12:44:44Z,search,/v1/query,GET,200,285
req-005910,2026-03-03T08:29:49Z,auth,/v1/login,POST,200,56
req-000255,2026-03-01T02:36:02Z,auth,/v1/login,POST,200,82
req-002998,2026-03-02T05:27:31Z,checkout,/v1/pay,POST,204,243
req-001461,2026-03-01T14:44:12Z,search,/v1/query,GET,204,351
req-000733,2026-03-01T07:29:40Z,billing,/v1/invoices,GET,201,327
req-002282,2026-03-01T22:42:36Z,checkout,/v1/pay,POST,500,188
req-005537,2026-03-03T04:12:56Z,auth,/v1/session,GET,200,48
req-007565,2026-03-01T10:39:00Z,checkout,/v1/cart,GET,200,163
req-000774,2026-03-01T07:11:35Z,catalog,/v1/items,GET,200,31
req-005532,2026-03-03T04:16:12Z,catalog,/v1/items,PUT,204,94
req-005544,2026-03-03T05:07:29Z,checkout,/v1/pay,POST,200,253
req-006897,2026-03-03T17:16:45Z,catalog,/v1/items,GET,200,66
req-000484,2026-03-01T04:51:34Z,catalog,/v1/items,GET,200,62
req-000007,2026-03-01T00:35:18Z,checkout,/v1/pay,POST,200,210
req-006080,2026-03-03T10:54:44Z,checkout,/v1/pay,POST,200,197
req-000514,2026-03-01T05:57:42Z,checkout,/v1/pay,POST,201,259
req-000565,2026-03-01T05:12:10Z,catalog,/v1/items,GET,201,133
req-005414,2026-03-03T03:41:56Z,catalog,/v1/items,GET,201,62
req-001482,2026-03-01T14:10:19Z,auth,/v1/login,POST,200,71
req-006635,2026-03-03T15:12:00Z,search,/v1/query,GET,200,335
req-001614,2026-03-01T15:14:07Z,catalog,/v1/items,GET,200,48
req-005986,2026-03-03T09:00:43Z,billing,/v1/invoices,GET,204,250
req-001901,2026-03-01T18:15:50Z,auth,/v1/login,POST,200,101
req-003107,2026-03-02T06:15:54Z,checkout,/v1/pay,POST,200,235
req-000065,2026-03-01T00:26:20Z,catalog,/v1/items,GET,200,72
req-001238,2026-03-01T12:24:20Z,billing,/v1/invoices,GET,200,1748
req-006179,2026-03-03T10:19:16Z,search,/v1/cache,DELETE,200,65
req-003530,2026-03-02T09:38:49Z,auth,/v1/session,GET,200,49
req-000048,2026-03-01T00:16:32Z,auth,/v1/login,POST,200,107
req-001814,2026-03-01T17:41:22Z,catalog,/v1/items,GET,201,51
req-002381,2026-03-01T22:04:49Z,catalog,/v1/items,PUT,200,108
req-006089,2026-03-03T10:43:50Z,billing,/v1/invoices,GET,201,1771
req-005888,2026-03-03T08:54:16Z,search,/v1/query,GET,200,316
req-001462,2026-03-01T14:04:10Z,search,/v1/query,GET,204,301
req-003437,2026-03-02T09:25:50Z,checkout,/v1/pay,POST,200,159
req-003240,2026-03-02T07:03:02Z,search,/v1/query,GET,201,338
req-003110,2026-03-02T06:48:52Z,checkout,/v1/pay,POST,201,177
req-006899,2026-03-03T17:23:10Z,catalog,/v1/items,GET,200,63
req-003595,2026-03-02T10:39:34Z,catalog,/v1/items,GET,401,72
req-003128,2026-03-02T06:43:39Z,search,/v1/query,GET,200,1412
req-005846,2026-03-03T07:03:27Z,catalog,/v1/items,PUT,204,101
req-003080,2026-03-02T05:08:01Z,catalog,/v1/items,PUT,200,110
req-003592,2026-03-02T10:35:58Z,catalog,/v1/items,GET,201,92
req-004680,2026-03-02T20:20:32Z,catalog,/v1/items,PUT,201,49
req-005439,2026-03-03T04:08:04Z,checkout,/v1/pay,POST,200,377
req-001066,2026-03-01T10:55:11Z,auth,/v1/login,POST,201,83
req-006177,2026-03-03T10:44:40Z,search,/v1/cache,DELETE,201,51
req-000495,2026-03-01T04:55:23Z,catalog,/v1/items,PUT,201,79
req-003559,2026-03-02T10:18:54Z,search,/v1/query,GET,201,414
req-003154,2026-03-02T06:31:53Z,catalog,/v1/items,GET,200,61
req-002430,2026-03-01T23:36:21Z,auth,/v1/login,POST,502,56
req-004965,2026-03-02T23:25:23Z,catalog,/v1/items,GET,204,65
req-001780,2026-03-01T17:04:04Z,search,/v1/query,GET,201,1642
req-004330,2026-03-02T17:55:01Z,catalog,/v1/items,GET,200,67
req-005296,2026-03-03T02:30:47Z,catalog,/v1/items,GET,200,98
req-001488,2026-03-01T14:33:21Z,auth,/v1/login,POST,200,72
req-004807,2026-03-02T22:26:07Z,checkout,/v1/pay,POST,200,139
req-004735,2026-03-02T21:11:09Z,auth,/v1/login,POST,200,62
req-004222,2026-03-02T16:43:18Z,catalog,/v1/items,GET,204,69
req-005172,2026-03-03T01:02:51Z,catalog,/v1/items,GET,200,71
req-005852,2026-03-03T07:59:04Z,auth,/v1/session,GET,204,36
req-002957,2026-03-02T04:10:55Z,catalog,/v1/items,GET,200,60
req-003120,2026-03-02T06:01:45Z,search,/v1/query,GET,201,304
req-002300,2026-03-01T22:05:39Z,billing,/v1/invoices,GET,200,493
req-004325,2026-03-02T17:25:40Z,catalog,/v1/items,GET,200,84
req-004639,2026-03-02T20:30:05Z,auth,/v1/login,POST,200,63
req-000436,2026-03-01T04:43:09Z,search,/v1/query,GET,500,403
req-002720,2026-03-02T02:24:36Z,search,/v1/query,GET,504,337
req-002268,2026-03-01T21:21:34Z,catalog,/v1/items,PUT,200,119
req-001112,2026-03-01T10:09:35Z,auth,/v1/session,GET,201,44
req-006843,2026-03-03T17:18:38Z,auth,/v1/login,POST,200,114
req-004751,2026-03-02T21:29:13Z,auth,/v1/login,POST,200,56
req-004609,2026-03-02T20:52:20Z,search,/v1/query,GET,200,468
req-005374,2026-03-03T03:58:03Z,auth,/v1/login,POST,200,99
req-005378,2026-03-03T03:47:11Z,auth,/v1/login,POST,502,55
req-004313,2026-03-02T17:14:17Z,auth,/v1/login,POST,200,61
req-005213,2026-03-03T02:15:33Z,checkout,/v1/pay,POST,200,292
req-004788,2026-03-02T21:57:32Z,catalog,/v1/items,PUT,200,123
req-001193,2026-03-01T11:50:24Z,catalog,/v1/items,GET,204,47
req-002729,2026-03-02T02:34:15Z,auth,/v1/login,POST,201,168
req-006571,2026-03-03T14:25:31Z,catalog,/v1/items,GET,200,61
req-005770,2026-03-03T07:50:04Z,checkout,/v1/pay,POST,200,242
req-003998,2026-03-02T14:42:09Z,auth,/v1/login,POST,200,49
req-005117,2026-03-03T01:00:18Z,checkout,/v1/pay,POST,200,248
req-005418,2026-03-03T03:35:58Z,catalog,/v1/items,PUT,200,115
req-000707,2026-03-01T06:30:23Z,auth,/v1/session,GET,204,39
req-001851,2026-03-01T17:15:09Z,catalog,/v1/items,PUT,200,203
req-006306,2026-03-03T12:11:44Z,billing,/v1/invoices,GET,502,287
req-006294,2026-03-03T12:50:26Z,checkout,/v1/pay,POST,200,163
req-005634,2026-03-03T05:19:35Z,catalog,/v1/items,GET,200,47
req-000210,2026-03-01T02:29:28Z,checkout,/v1/pay,POST,503,317
req-001316,2026-03-01T12:36:10Z,catalog,/v1/items,PUT,403,40
req-000987,2026-03-01T09:50:16Z,catalog,/v1/items,GET,200,52
req-004328,2026-03-02T17:40:59Z,catalog,/v1/items,GET,200,63
req-002455,2026-03-01T23:14:47Z,catalog,/v1/items,GET,200,29
req-006888,2026-03-03T17:56:00Z,catalog,/v1/items,GET,204,63
req-004027,2026-03-02T14:49:28Z,catalog,/v1/items,GET,201,55
req-007590,2026-03-01T21:32:00Z,billing,/v1/refund,POST,200,900
req-007440,2026-03-03T23:56:45Z,checkout,/v1/pay,POST,200,145
req-002876,2026-03-02T03:32:39Z,catalog,/v1/items,GET,200,53
req-005168,2026-03-03T01:34:23Z,catalog,/v1/items,GET,200,71
req-003266,2026-03-02T07:02:03Z,auth,/v1/login,POST,204,95
req-005560,2026-03-03T05:41:37Z,checkout,/v1/pay,POST,200,198
req-003853,2026-03-02T12:50:44Z,search,/v1/cache,DELETE,200,67
req-000147,2026-03-01T01:33:26Z,auth,/v1/login,POST,200,64
req-002279,2026-03-01T21:31:38Z,search,/v1/cache,DELETE,200,54
req-007102,2026-03-03T19:02:24Z,catalog,/v1/items,GET,201,49
req-006783,2026-03-03T16:07:41Z,catalog,/v1/items,GET,200,36
req-001268,2026-03-01T12:25:13Z,auth,/v1/login,POST,204,118
req-004287,2026-03-02T17:37:32Z,search,/v1/query,GET,200,179
req-000015,2026-03-01T00:27:57Z,checkout,/v1/pay,POST,200,197
req-005617,2026-03-03T05:59:52Z,catalog,/v1/items,GET,204,60
req-001061,2026-03-01T10:34:13Z,auth,/v1/login,POST,204,84
req-004944,2026-03-02T23:46:04Z,auth,/v1/login,POST,201,64
req-001835,2026-03-01T17:05:31Z,catalog,/v1/items,GET,204,76
req-002560,2026-03-02T00:20:03Z,catalog,/v1/items,GET,204,144
req-003956,2026-03-02T13:28:07Z,auth,/v1/session,GET,204,59
req-003900,2026-03-02T13:11:53Z,auth,/v1/login,POST,200,88
req-002717,2026-03-02T02:32:47Z,search,/v1/query,GET,201,302
req-006042,2026-03-03T09:33:20Z,catalog,/v1/items,GET,201,145
req-003569,2026-03-02T10:52:30Z,auth,/v1/login,POST,503,180
req-003059,2026-03-02T05:55:58Z,catalog,/v1/items,GET,201,51
req-000157,2026-03-01T01:18:20Z,auth,/v1/login,POST,200,93
req-006620,2026-03-03T15:55:39Z,checkout,/v1/pay,POST,204,230
req-002618,2026-03-02T01:27:21Z,search,/v1/query,GET,500,516
req-001403,2026-03-01T13:33:58Z,catalog,/v1/items,GET,204,49
req-002394,2026-03-01T23:15:19Z,checkout,/v1/pay,POST,200,263
req-003328,2026-03-02T08:00:13Z,checkout,/v1/pay,POST,200,220
req-004006,2026-03-02T14:44:17Z,auth,/v1/login,POST,204,78
req-007454,2026-03-03T23:55:49Z,billing,/v1/invoices,GET,200,447
req-003044,2026-03-02T05:27:25Z,auth,/v1/login,POST,200,62
req-002297,2026-03-01T22:27:05Z,billing,/v1/invoices,GET,200,488
req-003061,2026-03-02T05:50:44Z,catalog,/v1/items,GET,204,69
req-001256,2026-03-01T12:16:46Z,auth,/v1/login,POST,200,93
req-000781,2026-03-01T07:23:56Z,catalog,/v1/items,GET,200,66
req-000737,2026-03-01T07:27:51Z,search,/v1/query,GET,200,361
req-001678,2026-03-01T16:08:50Z,search,/v1/query,GET,201,295
req-000198,2026-03-01T01:18:20Z,catalog,/v1/items,PUT,201,51
req-000042,2026-03-01T00:25:08Z,auth,/v1/login,POST,200,65
req-000368,2026-03-01T03:19:10Z,catalog,/v1/items,GET,201,45
req-006619,2026-03-03T15:49:22Z,checkout,/v1/pay,POST,503,235
req-000716,2026-03-01T07:00:11Z,checkout,/v1/pay,POST,204,194
req-003224,2026-03-02T07:35:07Z,billing,/v1/invoices,GET,200,434
req-003479,2026-03-02T09:44:29Z,auth,/v1/login,POST,201,193
req-001009,2026-03-01T09:40:53Z,catalog,/v1/items,PUT,200,55
req-006237,2026-03-03T11:37:59Z,catalog,/v1/items,GET,204,55
req-006805,2026-03-03T16:23:47Z,search,/v1/cache,DELETE,200,51
req-005126,2026-03-03T01:48:02Z,billing,/v1/invoices,GET,201,1836
req-003570,2026-03-02T10:00:45Z,auth,/v1/login,POST,200,117
req-003593,2026-03-02T10:03:25Z,catalog,/v1/items,GET,200,70
req-005955,2026-03-03T08:36:55Z,catalog,/v1/items,PUT,204,80
req-003294,2026-03-02T07:35:44Z,catalog,/v1/items,GET,201,41
req-001560,2026-03-01T15:15:35Z,checkout,/v1/pay,POST,201,242
req-000197,2026-03-01T01:38:03Z,catalog,/v1/items,PUT,503,94
req-002097,2026-03-01T20:09:18Z,billing,/v1/invoices,GET,200,376
req-003805,2026-03-02T12:48:56Z,catalog,/v1/items,GET,200,44
req-005501,2026-03-03T04:05:37Z,catalog,/v1/items,GET,201,60
req-000274,2026-03-01T02:51:43Z,catalog,/v1/items,GET,200,45
req-000025,2026-03-01T00:38:27Z,search,/v1/query,GET,200,454
req-003295,2026-03-02T07:20:22Z,catalog,/v1/items,GET,201,40
req-004041,2026-03-02T14:56:50Z,catalog,/v1/items,GET,200,47
req-004034,2026-03-02T14:06:46Z,catalog,/v1/items,GET,200,31
req-007225,2026-03-03T20:37:25Z,search,/v1/cache,DELETE,201,38
req-000530,2026-03-01T05:17:53Z,billing,/v1/invoices,GET,200,306
req-001512,2026-03-01T14:21:01Z,catalog,/v1/items,GET,200,39
req-002092,2026-03-01T20:35:54Z,checkout,/v1/pay,POST,200,250
req-004354,2026-03-02T17:16:25Z,catalog,/v1/items,PUT,201,113
req-006040,2026-03-03T09:44:22Z,catalog,/v1/items,GET,200,68
req-004186,2026-03-02T16:35:21Z,search,/v1/query,GET,200,418
req-003136,2026-03-02T06:34:36Z,auth,/v1/login,POST,200,105
req-003435,2026-03-02T09:21:40Z,checkout,/v1/pay,POST,204,332
req-003108,2026-03-02T06:32:39Z,checkout,/v1/pay,POST,200,102
req-001296,2026-03-01T12:11:57Z,catalog,/v1/items,GET,201,67
req-002507,2026-03-02T00:28:17Z,checkout,/v1/pay,POST,200,219
req-006819,2026-03-03T17:24:01Z,checkout,/v1/pay,POST,204,193
req-004803,2026-03-02T22:56:58Z,checkout,/v1/pay,POST,503,214
req-003942,2026-03-02T13:52:16Z,catalog,/v1/items,GET,200,60
req-007016,2026-03-03T18:17:57Z,auth,/v1/session,GET,204,45
req-000612,2026-03-01T05:48:50Z,auth,/v1/session,GET,200,56
req-002387,2026-03-01T22:49:51Z,auth,/v1/session,GET,302,47
req-005547,2026-03-03T05:28:32Z,checkout,/v1/pay,POST,200,231
req-006088,2026-03-03T10:09:44Z,checkout,/v1/pay,POST,200,230
req-003339,2026-03-02T08:31:49Z,billing,/v1/invoices,GET,200,568
req-002299,2026-03-01T22:12:54Z,billing,/v1/invoices,GET,200,558
req-006559,2026-03-03T14:46:02Z,auth,/v1/login,POST,200,43
req-000228,2026-03-01T02:33:26Z,billing,/v1/invoices,GET,204,471
req-005600,2026-03-03T05:24:51Z,auth,/v1/login,POST,201,75
req-001800,2026-03-01T17:20:26Z,auth,/v1/login,POST,200,57
req-006724,2026-03-03T16:42:55Z,billing,/v1/invoices,GET,200,445
req-007401,2026-03-03T22:59:50Z,catalog,/v1/items,GET,200,74
req-001423,2026-03-01T13:00:27Z,catalog,/v1/items,PUT,200,11
req-001996,2026-03-01T19:17:41Z,search,/v1/query,GET,200,392
req-005679,2026-03-03T06:52:45Z,search,/v1/query,GET,200,222
req-002980,2026-03-02T04:09:09Z,catalog,/v1/items,PUT,204,189
req-002888,2026-03-02T03:14:19Z,auth,/v1/session,GET,301,42
req-003576,2026-03-02T10:45:38Z,auth,/v1/login,POST,200,100
req-003440,2026-03-02T09:10:11Z,checkout,/v1/pay,POST,200,161
req-001850,2026-03-01T17:19:05Z,catalog,/v1/items,PUT,201,103
req-000114,2026-03-01T01:39:03Z,checkout,/v1/pay,POST,200,217
req-002892,2026-03-02T03:39:59Z,auth,/v1/session,GET,200,49
req-007517,2026-03-03T23:59:17Z,catalog,/v1/items,GET,200,77
req-004107,2026-03-02T15:38:00Z,auth,/v1/login,POST,200,68
req-002743,2026-03-02T02:08:44Z,auth,/v1/login,POST,204,32
req-000062,2026-03-01T00:12:16Z,catalog,/v1/items,GET,204,36
req-001247,2026-03-01T12:21:18Z,search,/v1/query,GET,401,1740
req-003932,2026-03-02T13:04:08Z,catalog,/v1/items,GET,200,70
req-003633,2026-03-02T10:35:14Z,catalog,/v1/items,PUT,404,105
req-004516,2026-03-02T19:04:39Z,auth,/v1/login,POST,200,113
req-000493,2026-03-01T04:58:39Z,catalog,/v1/items,PUT,200,101
req-000808,2026-03-01T07:08:05Z,search,/v1/cache,DELETE,204,60
req-004715,2026-03-02T21:12:45Z,checkout,/v1/pay,POST,200,204
req-006504,2026-03-03T14:16:39Z,checkout,/v1/pay,POST,204,254
req-006145,2026-03-03T10:28:41Z,catalog,/v1/items,GET,200,84
req-004015,2026-03-02T14:07:47Z,catalog,/v1/items,GET,204,71
req-000658,2026-03-01T06:47:46Z,auth,/v1/login,POST,200,35
req-001669,2026-03-01T16:56:11Z,billing,/v1/invoices,GET,201,446
req-002830,2026-03-02T03:30:21Z,auth,/v1/login,POST,200,89
req-004032,2026-03-02T14:11:33Z,catalog,/v1/items,GET,201,55
req-001977,2026-03-01T19:54:15Z,checkout,/v1/pay,POST,401,209
req-003460,2026-03-02T09:38:18Z,search,/v1/query,GET,200,396
req-005033,2026-03-03T00:52:14Z,auth,/v1/login,POST,200,106
req-003979,2026-03-02T14:44:42Z,billing,/v1/invoices,GET,204,423
req-006617,2026-03-03T15:23:57Z,checkout,/v1/pay,POST,502,257
req-006114,2026-03-03T10:31:16Z,auth,/v1/login,POST,204,50
req-007147,2026-03-03T20:33:15Z,billing,/v1/invoices,GET,200,435
req-001869,2026-03-01T18:01:28Z,checkout,/v1/pay,POST,204,266
req-001257,2026-03-01T12:01:11Z,auth,/v1/login,POST,200,98
req-001217,2026-03-01T11:17:15Z,auth,/v1/session,GET,200,37
req-004454,2026-03-02T18:12:48Z,catalog,/v1/items,GET,200,66
req-001945,2026-03-01T18:47:12Z,catalog,/v1/items,GET,201,72
req-004569,2026-03-02T19:15:42Z,catalog,/v1/items,PUT,400,173
req-002076,2026-03-01T19:35:30Z,auth,/v1/session,GET,200,36
req-001988,2026-03-01T19:47:53Z,checkout,/v1/pay,POST,200,230
req-000672,2026-03-01T06:46:43Z,catalog,/v1/items,GET,204,54
req-004345,2026-03-02T17:49:18Z,catalog,/v1/items,GET,200,66
req-002682,2026-03-02T01:49:22Z,auth,/v1/session,GET,200,39
req-005696,2026-03-03T06:02:53Z,auth,/v1/login,POST,204,171
req-005486,2026-03-03T04:51:43Z,catalog,/v1/items,GET,200,64
req-003539,2026-03-02T10:12:38Z,checkout,/v1/pay,POST,204,197
req-007313,2026-03-03T21:59:36Z,catalog,/v1/items,GET,200,58
req-004748,2026-03-02T21:37:20Z,auth,/v1/login,POST,201,61
req-000317,2026-03-01T03:19:10Z,checkout,/v1/pay,POST,200,230
req-006336,2026-03-03T12:59:17Z,auth,/v1/login,POST,200,59
req-007435,2026-03-03T22:14:58Z,search,/v1/cache,DELETE,201,43
req-006265,2026-03-03T11:01:09Z,catalog,/v1/items,GET,200,56
req-003828,2026-03-02T12:04:56Z,catalog,/v1/items,GET,200,84
req-003882,2026-03-02T13:19:29Z,search,/v1/query,GET,200,368
req-000847,2026-03-01T08:11:56Z,auth,/v1/login,POST,200,199
req-006999,2026-03-03T18:11:26Z,catalog,/v1/items,GET,204,84
req-007299,2026-03-03T21:22:59Z,catalog,/v1/items,GET,200,56
req-005847,2026-03-03T07:22:47Z,catalog,/v1/items,PUT,200,85
req-003280,2026-03-02T07:02:03Z,catalog,/v1/items,GET,204,55
req-003868,2026-03-02T13:35:26Z,checkout,/v1/pay,POST,200,255
req-000958,2026-03-01T09:15:47Z,auth,/v1/login,POST,200,89
req-003185,2026-03-02T06:09:04Z,catalog,/v1/items,GET,204,55
req-000657,2026-03-01T06:48:32Z,auth,/v1/login,POST,204,51
req-007057,2026-03-03T19:19:43Z,auth,/v1/login,POST,200,86
req-003797,2026-03-02T12:56:28Z,auth,/v1/login,POST,201,73
req-000397,2026-03-01T03:06:28Z,catalog,/v1/items,PUT,200,94
req-005756,2026-03-03T06:49:19Z,search,/v1/cache,DELETE,200,73
req-002157,2026-03-01T20:25:29Z,catalog,/v1/items,GET,200,25
req-000442,2026-03-01T04:50:57Z,auth,/v1/login,POST,201,98
req-001269,2026-03-01T12:53:23Z,auth,/v1/login,POST,200,65
req-005932,2026-03-03T08:28:17Z,catalog,/v1/items,GET,200,65
req-005705,2026-03-03T06:42:46Z,auth,/v1/login,POST,401,73
req-001758,2026-03-01T17:35:42Z,checkout,/v1/pay,POST,200,124
req-001562,2026-03-01T15:33:10Z,checkout,/v1/pay,POST,200,154
req-007187,2026-03-03T20:38:05Z,catalog,/v1/items,GET,200,73
req-000742,2026-03-01T07:29:39Z,search,/v1/query,GET,201,388
req-006510,2026-03-03T14:10:30Z,checkout,/v1/pay,POST,204,209
req-006684,2026-03-03T15:06:27Z,catalog,/v1/items,GET,204,47
req-003308,2026-03-02T07:26:45Z,catalog,/v1/items,PUT,201,90
req-000544,2026-03-01T05:53:23Z,auth,/v1/login,POST,200,79
req-006757,2026-03-03T16:03:45Z,auth,/v1/login,POST,200,92
req-004059,2026-03-02T14:11:35Z,search,/v1/cache,DELETE,200,58
req-000937,2026-03-01T09:03:21Z,billing,/v1/invoices,GET,200,314
req-007040,2026-03-03T19:58:32Z,billing,/v1/invoices,GET,400,245
req-000187,2026-03-01T01:13:09Z,catalog,/v1/items,GET,200,75
req-001443,2026-03-01T14:48:27Z,checkout,/v1/pay,POST,204,281
req-001477,2026-03-01T14:27:15Z,auth,/v1/login,POST,201,48
req-003865,2026-03-02T13:04:01Z,checkout,/v1/pay,POST,200,215
req-003331,2026-03-02T08:22:43Z,checkout,/v1/pay,POST,200,355
req-002033,2026-03-01T19:20:39Z,catalog,/v1/items,GET,201,38
req-006333,2026-03-03T12:27:33Z,auth,/v1/login,POST,200,85
req-004415,2026-03-02T18:16:07Z,auth,/v1/login,POST,201,94
req-002472,2026-03-01T23:36:07Z,catalog,/v1/items,GET,200,74
req-005918,2026-03-03T08:55:47Z,catalog,/v1/items,GET,204,65
req-002732,2026-03-02T02:36:50Z,auth,/v1/login,POST,201,79
req-005809,2026-03-03T07:33:38Z,auth,/v1/login,POST,201,88
req-001190,2026-03-01T11:19:18Z,catalog,/v1/items,GET,200,28
req-003548,2026-03-02T10:59:31Z,checkout,/v1/pay,POST,200,211
req-003574,2026-03-02T10:44:47Z,auth,/v1/login,POST,204,169
req-004896,2026-03-02T22:03:35Z,auth,/v1/session,GET,301,50
req-001621,2026-03-01T15:30:37Z,catalog,/v1/items,GET,502,43
req-005360,2026-03-03T03:56:52Z,auth,/v1/login,POST,204,94
req-001700,2026-03-01T16:13:58Z,auth,/v1/login,POST,200,68
req-002532,2026-03-02T00:47:13Z,auth,/v1/login,POST,200,84
req-001666,2026-03-01T16:33:16Z,billing,/v1/invoices,GET,204,307
req-006199,2026-03-03T11:14:51Z,billing,/v1/invoices,GET,204,270
req-000146,2026-03-01T01:20:50Z,auth,/v1/login,POST,201,84
req-000382,2026-03-01T03:25:21Z,catalog,/v1/items,GET,200,34
req-003302,2026-03-02T07:41:11Z,catalog,/v1/items,PUT,201,103
req-007289,2026-03-03T21:36:30Z,catalog,/v1/items,GET,200,39
req-001035,2026-03-01T10:43:53Z,billing,/v1/invoices,GET,200,211
req-004366,2026-03-02T17:34:13Z,auth,/v1/session,GET,301,37
req-006806,2026-03-03T16:33:40Z,search,/v1/cache,DELETE,500,44
req-001665,2026-03-01T16:30:24Z,checkout,/v1/pay,POST,200,263
req-003661,2026-03-02T11:43:28Z,billing,/v1/invoices,GET,201,349
req-006839,2026-03-03T17:26:58Z,search,/v1/query,GET,204,253
req-004072,2026-03-02T15:27:01Z,checkout,/v1/pay,POST,204,189
req-005434,2026-03-03T04:48:54Z,checkout,/v1/pay,POST,200,112
req-006369,2026-03-03T12:58:33Z,catalog,/v1/items,GET,204,72
req-000469,2026-03-01T04:08:15Z,catalog,/v1/items,GET,201,53
req-003285,2026-03-02T07:17:26Z,catalog,/v1/items,GET,201,84
req-002426,2026-03-01T23:44:06Z,auth,/v1/login,POST,200,56
req-001156,2026-03-01T11:51:04Z,auth,/v1/login,POST,200,61
req-003180,2026-03-02T06:43:45Z,catalog,/v1/items,GET,200,44
req-002634,2026-03-02T01:49:54Z,auth,/v1/login,POST,204,63
req-002223,2026-03-01T21:55:40Z,auth,/v1/login,POST,200,30
req-005471,2026-03-03T04:57:17Z,auth,/v1/login,POST,200,73
req-000203,2026-03-01T01:37:25Z,auth,/v1/session,GET,200,33
req-000437,2026-03-01T04:13:40Z,search,/v1/query,GET,204,431
req-003687,2026-03-02T11:36:47Z,auth,/v1/login,POST,200,53
req-005466,2026-03-03T04:37:43Z,auth,/v1/login,POST,204,70
req-001365,2026-03-01T13:30:42Z,auth,/v1/login,POST,200,75
